Country,Cities,Day,Time,Date,Temperature,Hour,Time_Slot,Coolest
United States,Miami,Tuesday,02:06:00,2026-01-13,0,2,Night,1
India,Thiruvananthapuram,Tuesday,09:06:00,2026-01-13,23,9,Morning,0
United States,Midland,Tuesday,02:06:00,2026-01-13,1,2,Night,0
United States,Midland,Tuesday,02:06:00,2026-01-13,1,2,Night,0
Canada,Midland,Tuesday,02:06:00,2026-01-13,1,2,Night,0
United States,Midland,Tuesday,02:06:00,2026-01-13,1,2,Night,0
Mexico,Tijuana,Tuesday,10:06:00,2026-01-13,21,10,Morning,0
Senegal,Dakar,Tuesday,01:06:00,2026-01-13,16,1,Night,0
United States,Midway,Tuesday,07:06:00,2026-01-13,25,7,Morning,0
Russia,Tiksi,Tuesday,18:06:00,2026-01-13,19,18,Evening,0
United States,Dallas,Tuesday,10:36:00,2026-01-13,8,10,Morning,0
United States,Dallas,Tuesday,10:36:00,2026-01-13,8,10,Morning,0
United States,Dallas,Tuesday,10:36:00,2026-01-13,8,10,Morning,0
United States,Dallas,Tuesday,10:36:00,2026-01-13,8,10,Morning,0
Italy,Milan,Tuesday,02:06:00,2026-01-13,1,2,Night,0
Albania,Tirana,Monday,23:06:00,2026-01-12,9,23,Evening,0
Syria,Damascus,Tuesday,09:06:00,2026-01-13,11,9,Morning,0
United States,Damascus,Tuesday,09:06:00,2026-01-13,11,9,Morning,0
United States,Damascus,Tuesday,09:06:00,2026-01-13,11,9,Morning,0
United States,Milwaukee,Tuesday,08:06:00,2026-01-13,1,8,Morning,0
Japan,Tokyo,Tuesday,01:06:00,2026-01-13,12,1,Night,0
United States,Minneapolis,Tuesday,02:06:00,2026-01-13,31,2,Night,0
United States,Topeka,Tuesday,02:06:00,2026-01-13,21,2,Night,0
Belarus,Minsk,Tuesday,04:06:00,2026-01-13,22,4,Night,0
Canada,Toronto,Tuesday,01:06:00,2026-01-13,7,1,Night,0
Australia,Darwin,Monday,23:06:00,2026-01-12,12,23,Evening,0
India,Delhi,Tuesday,16:06:00,2026-01-13,44,16,Afternoon,0
United States,Delhi,Tuesday,16:06:00,2026-01-13,44,16,Afternoon,0
Indonesia,Denpasar,Tuesday,08:06:00,2026-01-13,4,8,Morning,0
Tunisia,Tunis,Tuesday,10:06:00,2026-01-13,7,10,Morning,0
United States,Denver,Tuesday,01:06:00,2026-01-13,1,1,Night,0
Russia,Ufa,Tuesday,07:06:00,2026-01-13,21,7,Morning,0
United States,Des Moines,Tuesday,01:06:00,2026-01-13,5,1,Night,0
United States,Des Moines,Tuesday,01:06:00,2026-01-13,5,1,Night,0
Mongolia,Ulaanbaatar,Tuesday,10:06:00,2026-01-13,28,10,Morning,0
United States,Detroit,Tuesday,10:06:00,2026-01-13,11,10,Morning,0
Bangladesh,Dhaka,Tuesday,16:36:00,2026-01-13,33,16,Afternoon,0
Russia,Moscow,Tuesday,08:06:00,2026-01-13,9,8,Morning,0
United States,Moscow,Tuesday,08:06:00,2026-01-13,9,8,Morning,0
Liechtenstein,Vaduz,Tuesday,07:06:00,2026-01-13,4,7,Morning,0
Ukraine,Dnipro,Tuesday,12:36:00,2026-01-13,18,12,Afternoon,0
India,Mumbai,Tuesday,07:06:00,2026-01-13,24,7,Morning,0
Malta,Valletta,Tuesday,08:06:00,2026-01-13,4,8,Morning,0
Tanzania,Dodoma,Tuesday,15:06:00,2026-01-13,30,15,Afternoon,0
Russia,Murmansk,Tuesday,04:06:00,2026-01-13,21,4,Night,0
Canada,Vancouver,Tuesday,08:06:00,2026-01-13,7,8,Morning,0
United States,Vancouver,Tuesday,08:06:00,2026-01-13,7,8,Morning,0
Qatar,Doha,Tuesday,00:06:00,2026-01-13,5,0,Night,0
Oman,Muscat,Tuesday,01:06:00,2026-01-13,0,1,Night,1
Isle of Man,Douglas,Tuesday,01:06:00,2026-01-13,3,1,Night,0
Ireland,Douglas,Tuesday,01:06:00,2026-01-13,3,1,Night,0
South Africa,Douglas,Tuesday,01:06:00,2026-01-13,3,1,Night,0
United States,Douglas,Tuesday,01:06:00,2026-01-13,3,1,Night,0
United States,Douglas,Tuesday,01:06:00,2026-01-13,3,1,Night,0
United States,Douglas,Tuesday,01:06:00,2026-01-13,3,1,Night,0
Vatican City,Vatican City,Tuesday,15:06:00,2026-01-13,17,15,Afternoon,0
United States,Dover,Tuesday,02:06:00,2026-01-13,0,2,Night,1
United States,Dover,Tuesday,02:06:00,2026-01-13,0,2,Night,1
United Kingdom,Dover,Tuesday,02:06:00,2026-01-13,0,2,Night,1
United States,Dover,Tuesday,02:06:00,2026-01-13,0,2,Night,1
United States,Dover,Tuesday,02:06:00,2026-01-13,0,2,Night,1
United States,Dover,Tuesday,02:06:00,2026-01-13,0,2,Night,1
Japan,Nagoya,Tuesday,02:06:00,2026-01-13,1,2,Night,0
Mexico,Veracruz,Tuesday,15:06:00,2026-01-13,3,15,Afternoon,0
United Arab Emirates,Dubai,Tuesday,13:06:00,2026-01-13,24,13,Afternoon,0
Kenya,Nairobi,Tuesday,10:06:00,2026-01-13,6,10,Morning,0
Russia,Verkhoyansk,Tuesday,08:06:00,2026-01-13,5,8,Morning,0
Ireland,Dublin,Tuesday,09:06:00,2026-01-13,8,9,Morning,0
United States,Dublin,Tuesday,09:06:00,2026-01-13,8,9,Morning,0
United States,Dublin,Tuesday,09:06:00,2026-01-13,8,9,Morning,0
United States,Dublin,Tuesday,09:06:00,2026-01-13,8,9,Morning,0
United States,Nashville,Tuesday,12:36:00,2026-01-13,24,12,Afternoon,0
Canada,Victoria,Tuesday,08:06:00,2026-01-13,7,8,Morning,0
Philippines,Victoria,Tuesday,08:06:00,2026-01-13,7,8,Morning,0
United States,Victoria,Tuesday,08:06:00,2026-01-13,7,8,Morning,0
Philippines,Victoria,Tuesday,08:06:00,2026-01-13,7,8,Morning,0
Philippines,Victoria,Tuesday,08:06:00,2026-01-13,7,8,Morning,0
Chile,Victoria,Tuesday,08:06:00,2026-01-13,7,8,Morning,0
Argentina,Victoria,Tuesday,08:06:00,2026-01-13,7,8,Morning,0
Seychelles,Victoria,Tuesday,08:06:00,2026-01-13,7,8,Morning,0
Philippines,Victoria,Tuesday,08:06:00,2026-01-13,7,8,Morning,0
El Salvador,Victoria,Tuesday,08:06:00,2026-01-13,7,8,Morning,0
United States,Victoria,Tuesday,08:06:00,2026-01-13,7,8,Morning,0
Malta,Victoria,Tuesday,08:06:00,2026-01-13,7,8,Morning,0
Tajikistan,Dushanbe,Tuesday,10:06:00,2026-01-13,22,10,Morning,0
"Bahamas, The",Nassau,Tuesday,10:06:00,2026-01-13,14,10,Morning,0
Austria,Vienna,Monday,23:06:00,2026-01-12,11,23,Evening,0
United States,Vienna,Monday,23:06:00,2026-01-12,11,23,Evening,0
United States,Vienna,Monday,23:06:00,2026-01-12,11,23,Evening,0
India,New Delhi,Tuesday,10:06:00,2026-01-13,21,10,Morning,0
Laos,Vientiane,Tuesday,11:06:00,2026-01-13,24,11,Morning,0
United Kingdom,Edinburgh,Tuesday,12:36:00,2026-01-13,18,12,Afternoon,0
United States,New Orleans,Tuesday,07:06:00,2026-01-13,8,7,Morning,0
Lithuania,Vilnius,Tuesday,08:06:00,2026-01-13,19,8,Morning,0
Canada,Edmonton,Tuesday,08:06:00,2026-01-13,7,8,Morning,0
United Kingdom,Edmonton,Tuesday,08:06:00,2026-01-13,7,8,Morning,0
United States,New York,Tuesday,02:06:00,2026-01-13,1,2,Night,0
Russia,Vladivostok,Tuesday,16:06:00,2026-01-13,9,16,Afternoon,0
United States,Newark,Tuesday,01:06:00,2026-01-13,20,1,Night,0
United States,Newark,Tuesday,01:06:00,2026-01-13,20,1,Night,0
United States,Newark,Tuesday,01:06:00,2026-01-13,20,1,Night,0
United States,Newark,Tuesday,01:06:00,2026-01-13,20,1,Night,0
United States,Newark,Tuesday,01:06:00,2026-01-13,20,1,Night,0
Palau,Ngerulmud,Tuesday,17:06:00,2026-01-13,42,17,Afternoon,0
Poland,Warsaw,Tuesday,07:06:00,2026-01-13,6,7,Morning,0
United States,Warsaw,Tuesday,07:06:00,2026-01-13,6,7,Morning,0
United States,Eureka,Tuesday,01:06:00,2026-01-13,2,1,Night,0
United States,Eureka,Tuesday,01:06:00,2026-01-13,2,1,Night,0
Niger,Niamey,Tuesday,11:06:00,2026-01-13,29,11,Morning,0
United States,Fairbanks,Tuesday,02:06:00,2026-01-13,23,2,Night,0
Cyprus,Nicosia,Tuesday,08:06:00,2026-01-13,2,8,Morning,0
Italy,Nicosia,Tuesday,08:06:00,2026-01-13,2,8,Morning,0
Russia,Norilsk,Tuesday,12:36:00,2026-01-13,18,12,Afternoon,0
Canada,Whitehorse,Tuesday,14:06:00,2026-01-13,27,14,Afternoon,0
Brazil,Fortaleza,Tuesday,07:06:00,2026-01-13,3,7,Morning,0
Namibia,Windhoek,Tuesday,09:06:00,2026-01-13,12,9,Morning,0
Germany,Frankfurt,Tuesday,00:06:00,2026-01-13,1,0,Night,0
Canada,Winnipeg,Tuesday,17:06:00,2026-01-13,11,17,Afternoon,0
Sierra Leone,Freetown,Tuesday,08:06:00,2026-01-13,1,8,Morning,0
United States,Freetown,Tuesday,08:06:00,2026-01-13,1,8,Morning,0
Russia,Novosibirsk,Tuesday,02:06:00,2026-01-13,27,2,Night,0
Russia,Yakutsk,Tuesday,19:06:00,2026-01-13,23,19,Evening,0
Tuvalu,Funafuti,Tuesday,15:51:00,2026-01-13,26,15,Afternoon,0
Côte d’Ivoire,Yamoussoukro,Tuesday,08:06:00,2026-01-13,28,8,Morning,0
Botswana,Gaborone,Tuesday,02:06:00,2026-01-13,18,2,Night,0
Switzerland,Geneva,Monday,22:06:00,2026-01-12,8,22,Evening,0
United States,Geneva,Monday,22:06:00,2026-01-12,8,22,Evening,0
United States,Geneva,Monday,22:06:00,2026-01-12,8,22,Evening,0
Greenland,Nuuk,Tuesday,09:06:00,2026-01-13,19,9,Morning,0
United States,Oklahoma City,Tuesday,03:06:00,2026-01-13,39,3,Night,0
Russia,Yekaterinburg,Tuesday,14:06:00,2026-01-13,3,14,Afternoon,0
Russia,Omsk,Tuesday,04:06:00,2026-01-13,33,4,Night,0
Canada,Yellowknife,Tuesday,18:06:00,2026-01-13,20,18,Evening,0
Gibraltar,Gibraltar,Tuesday,09:06:00,2026-01-13,4,9,Morning,0
Kazakhstan,Oral,Tuesday,08:06:00,2026-01-13,9,8,Morning,0
Japan,Yokohama,Tuesday,10:06:00,2026-01-13,2,10,Morning,0
Burundi,Gitega,Tuesday,01:06:00,2026-01-13,27,1,Night,0
Burundi,Gitega,Tuesday,01:06:00,2026-01-13,27,1,Night,0
United States,Orlando,Tuesday,07:06:00,2026-01-13,18,7,Morning,0
United Kingdom,Glasgow,Tuesday,16:06:00,2026-01-13,30,16,Afternoon,0
United States,Glasgow,Tuesday,16:06:00,2026-01-13,30,16,Afternoon,0
United States,Glasgow,Tuesday,16:06:00,2026-01-13,30,16,Afternoon,0
Croatia,Zagreb,Tuesday,20:06:00,2026-01-13,21,20,Evening,0
Mexico,Guadalajara,Tuesday,07:06:00,2026-01-13,22,7,Morning,0
Spain,Guadalajara,Tuesday,07:06:00,2026-01-13,22,7,Morning,0
Norway,Oslo,Tuesday,09:06:00,2026-01-13,27,9,Morning,0
Morocco,Rich,Tuesday,15:06:00,2026-01-13,30,15,Afternoon,0
Guatemala,Guatemala City,Tuesday,13:36:00,2026-01-13,0,13,Afternoon,1
Canada,Ottawa,Tuesday,08:06:00,2026-01-13,1,8,Morning,0
United States,Ottawa,Tuesday,08:06:00,2026-01-13,1,8,Morning,0
United States,Ottawa,Tuesday,08:06:00,2026-01-13,1,8,Morning,0
Côte d’Ivoire,Abidjan,Wednesday,11:59:00,2026-01-14,30,11,Morning,0
Canada,Ottawa,Wednesday,21:59:00,2026-01-14,28,21,Evening,0
United States,Ottawa,Wednesday,21:59:00,2026-01-14,28,21,Evening,0
United States,Ottawa,Wednesday,21:59:00,2026-01-14,28,21,Evening,0
United Arab Emirates,Abu Dhabi,Wednesday,06:59:00,2026-01-14,3,6,Morning,0
Canada,Halifax,Wednesday,15:59:00,2026-01-14,28,15,Afternoon,0
United Kingdom,Halifax,Wednesday,15:59:00,2026-01-14,28,15,Afternoon,0
"Micronesia, Federated States of",Palikir,Wednesday,07:59:00,2026-01-14,3,7,Morning,0
Canada,Hamilton,Wednesday,05:59:00,2026-01-14,23,5,Night,0
New Zealand,Hamilton,Wednesday,05:59:00,2026-01-14,23,5,Night,0
United States,Hamilton,Wednesday,05:59:00,2026-01-14,23,5,Night,0
United States,Hamilton,Wednesday,05:59:00,2026-01-14,23,5,Night,0
United Kingdom,Hamilton,Wednesday,05:59:00,2026-01-14,23,5,Night,0
United States,Hamilton,Wednesday,05:59:00,2026-01-14,23,5,Night,0
Australia,Hamilton,Wednesday,05:59:00,2026-01-14,23,5,Night,0
United States,Hamilton,Wednesday,05:59:00,2026-01-14,23,5,Night,0
Bermuda,Hamilton,Wednesday,05:59:00,2026-01-14,23,5,Night,0
Spain,Palma,Wednesday,07:59:00,2026-01-14,18,7,Morning,0
Mozambique,Palma,Wednesday,07:59:00,2026-01-14,18,7,Morning,0
Ghana,Accra,Wednesday,12:59:00,2026-01-14,16,12,Afternoon,0
Vietnam,Hanoi,Wednesday,11:59:00,2026-01-14,30,11,Morning,0
French Polynesia,Papeete,Wednesday,07:59:00,2026-01-14,20,7,Morning,0
Ethiopia,Addis Ababa,Wednesday,01:59:00,2026-01-14,25,1,Night,0
Zimbabwe,Harare,Wednesday,14:59:00,2026-01-14,22,14,Afternoon,0
Suriname,Paramaribo,Wednesday,13:59:00,2026-01-14,24,13,Afternoon,0
United States,Hartford,Wednesday,08:59:00,2026-01-14,24,8,Morning,0
United States,Hartford,Wednesday,08:59:00,2026-01-14,24,8,Morning,0
United States,Hartford,Wednesday,08:59:00,2026-01-14,24,8,Morning,0
France,Paris,Wednesday,22:29:00,2026-01-14,22,22,Evening,0
United States,Paris,Wednesday,22:29:00,2026-01-14,22,22,Evening,0
Canada,Paris,Wednesday,22:29:00,2026-01-14,22,22,Evening,0
United States,Paris,Wednesday,22:29:00,2026-01-14,22,22,Evening,0
United States,Paris,Wednesday,22:29:00,2026-01-14,22,22,Evening,0
Yemen,Aden,Wednesday,06:59:00,2026-01-14,3,6,Morning,0
Cuba,Havana,Wednesday,12:59:00,2026-01-14,10,12,Afternoon,0
India,Patna,Wednesday,14:59:00,2026-01-14,28,14,Afternoon,0
Mexico,Aguascalientes,Wednesday,06:59:00,2026-01-14,16,6,Morning,0
Finland,Helsinki,Wednesday,17:29:00,2026-01-14,19,17,Afternoon,0
United States,Pensacola,Wednesday,05:59:00,2026-01-14,8,5,Night,0
Mexico,Hermosillo,Wednesday,05:59:00,2026-01-14,9,5,Night,0
Russia,Perm,Wednesday,17:29:00,2026-01-14,8,17,Afternoon,0
United States,Albuquerque,Wednesday,04:59:00,2026-01-14,10,4,Night,0
Australia,Perth,Wednesday,04:59:00,2026-01-14,3,4,Night,0
United Kingdom,Perth,Wednesday,04:59:00,2026-01-14,3,4,Night,0
Algeria,Algiers,Wednesday,06:59:00,2026-01-14,22,6,Morning,0
Hong Kong,Hong Kong,Wednesday,22:59:00,2026-01-14,15,22,Evening,0
Russia,Pevek,Wednesday,23:59:00,2026-01-14,1,23,Evening,0
Australia,Alice Springs,Wednesday,12:59:00,2026-01-14,17,12,Afternoon,0
Solomon Islands,Honiara,Wednesday,19:59:00,2026-01-14,20,19,Evening,0
United States,Philadelphia,Wednesday,23:59:00,2026-01-14,29,23,Evening,0
Kazakhstan,Almaty,Wednesday,21:29:00,2026-01-14,34,21,Evening,0
United States,Honolulu,Wednesday,22:59:00,2026-01-14,27,22,Evening,0
United States,Phoenix,Wednesday,06:59:00,2026-01-14,8,6,Morning,0
Niue,Alofi,Wednesday,16:59:00,2026-01-14,3,16,Afternoon,0
United States,Houston,Wednesday,01:59:00,2026-01-14,22,1,Night,0
Jordan,Amman,Wednesday,00:59:00,2026-01-14,24,0,Night,0
Mongolia,Hovd,Wednesday,05:59:00,2026-01-14,8,5,Night,0
Montenegro,Podgorica,Wednesday,07:59:00,2026-01-14,14,7,Morning,0
Netherlands,Amsterdam,Wednesday,14:59:00,2026-01-14,8,14,Afternoon,0
United States,Amsterdam,Wednesday,14:59:00,2026-01-14,8,14,Afternoon,0
United States,Indianapolis,Wednesday,18:59:00,2026-01-14,10,18,Evening,0
Russia,Anadyr,Wednesday,12:59:00,2026-01-14,7,12,Afternoon,0
Portugal,Ponta Delgada,Wednesday,06:59:00,2026-01-14,23,6,Morning,0
United States,Anchorage,Wednesday,23:59:00,2026-01-14,27,23,Evening,0
Indonesia,Pontianak,Wednesday,10:59:00,2026-01-14,12,10,Morning,0
Turkey,Ankara,Wednesday,02:59:00,2026-01-14,28,2,Night,0
Russia,Irkutsk,Wednesday,04:59:00,2026-01-14,27,4,Night,0
Madagascar,Antananarivo,Wednesday,14:59:00,2026-01-14,16,14,Afternoon,0
Pakistan,Islamabad,Wednesday,19:59:00,2026-01-14,9,19,Evening,0
Mauritius,Port Louis,Wednesday,16:59:00,2026-01-14,27,16,Afternoon,0
Samoa,Apia,Wednesday,14:59:00,2026-01-14,18,14,Afternoon,0
Turkey,Istanbul,Wednesday,16:59:00,2026-01-14,26,16,Afternoon,0
Turkmenistan,Ashgabat,Wednesday,16:59:00,2026-01-14,2,16,Afternoon,0
Russia,Izhevsk,Wednesday,09:59:00,2026-01-14,25,9,Morning,0
United States,Portland,Wednesday,22:59:00,2026-01-14,19,22,Evening,0
United States,Portland,Wednesday,22:59:00,2026-01-14,19,22,Evening,0
United States,Portland,Wednesday,22:59:00,2026-01-14,19,22,Evening,0
United States,Portland,Wednesday,22:59:00,2026-01-14,19,22,Evening,0
Australia,Portland,Wednesday,22:59:00,2026-01-14,19,22,Evening,0
Kazakhstan,Astana,Wednesday,16:59:00,2026-01-14,12,16,Afternoon,0
United States,Jackson,Wednesday,15:59:00,2026-01-14,2,15,Afternoon,0
United States,Jackson,Wednesday,15:59:00,2026-01-14,2,15,Afternoon,0
United States,Jackson,Wednesday,15:59:00,2026-01-14,2,15,Afternoon,0
United States,Jackson,Wednesday,15:59:00,2026-01-14,2,15,Afternoon,0
United States,Jackson,Wednesday,15:59:00,2026-01-14,2,15,Afternoon,0
United States,Jackson,Wednesday,15:59:00,2026-01-14,2,15,Afternoon,0
United States,Jackson,Wednesday,15:59:00,2026-01-14,2,15,Afternoon,0
United States,Jackson,Wednesday,15:59:00,2026-01-14,2,15,Afternoon,0
Cabo Verde,Porto Novo,Wednesday,03:59:00,2026-01-14,23,3,Night,0
Indonesia,Jakarta,Wednesday,05:59:00,2026-01-14,31,5,Night,0
Czechia,Prague,Wednesday,12:59:00,2026-01-14,28,12,Afternoon,0
Greece,Athens,Wednesday,08:59:00,2026-01-14,25,8,Morning,0
United States,Athens,Wednesday,08:59:00,2026-01-14,25,8,Morning,0
United States,Athens,Wednesday,08:59:00,2026-01-14,25,8,Morning,0
United States,Athens,Wednesday,08:59:00,2026-01-14,25,8,Morning,0
United States,Athens,Wednesday,08:59:00,2026-01-14,25,8,Morning,0
United States,Athens,Wednesday,08:59:00,2026-01-14,25,8,Morning,0
United States,Jamestown,Wednesday,18:59:00,2026-01-14,2,18,Evening,0
United States,Jamestown,Wednesday,18:59:00,2026-01-14,2,18,Evening,0
"Saint Helena, Ascension, and Tristan da Cunha",Jamestown,Wednesday,18:59:00,2026-01-14,2,18,Evening,0
Cabo Verde,Praia,Wednesday,12:59:00,2026-01-14,13,12,Afternoon,0
United States,Atlanta,Wednesday,13:59:00,2026-01-14,23,13,Afternoon,0
Indonesia,Jayapura,Wednesday,11:59:00,2026-01-14,20,11,Morning,0
South Africa,Pretoria,Wednesday,10:59:00,2026-01-14,6,10,Morning,0
Israel,Jerusalem,Wednesday,06:59:00,2026-01-14,27,6,Morning,0
Kosovo,Pristina,Wednesday,20:59:00,2026-01-14,23,20,Evening,0
United States,Augusta,Wednesday,13:59:00,2026-01-14,22,13,Afternoon,0
Italy,Augusta,Wednesday,13:59:00,2026-01-14,22,13,Afternoon,0
United States,Augusta,Wednesday,13:59:00,2026-01-14,22,13,Afternoon,0
United States,Augusta,Wednesday,13:59:00,2026-01-14,22,13,Afternoon,0
South Africa,Johannesburg,Thursday,00:59:00,2026-01-15,9,0,Night,0
United States,Providence,Wednesday,13:59:00,2026-01-14,1,13,Afternoon,0
United States,Providence,Wednesday,13:59:00,2026-01-14,1,13,Afternoon,0
United States,Austin,Wednesday,12:59:00,2026-01-14,2,12,Afternoon,0
United States,Austin,Wednesday,12:59:00,2026-01-14,2,12,Afternoon,0
United States,Juneau,Wednesday,06:59:00,2026-01-14,18,6,Morning,0
India,Pune,Wednesday,13:59:00,2026-01-14,7,13,Afternoon,0
Russia,Kaliningrad,Wednesday,05:59:00,2026-01-14,4,5,Night,0
Chile,Punta Arenas,Wednesday,02:59:00,2026-01-14,31,2,Night,0
Azerbaijan,Baku,Wednesday,17:29:00,2026-01-14,28,17,Afternoon,0
"Korea, North",Pyongyang,Wednesday,13:59:00,2026-01-14,6,13,Afternoon,0
Indonesia,Balikpapan,Wednesday,08:59:00,2026-01-14,4,8,Morning,0
United States,Kansas City,Wednesday,15:59:00,2026-01-14,13,15,Afternoon,0
United States,Kansas City,Wednesday,15:59:00,2026-01-14,13,15,Afternoon,0
United States,Baltimore,Wednesday,20:59:00,2026-01-14,26,20,Evening,0
Pakistan,Karachi,Wednesday,19:59:00,2026-01-14,6,19,Evening,0
Ecuador,Quito,Wednesday,05:59:00,2026-01-14,0,5,Night,1
Mali,Bamako,Wednesday,06:59:00,2026-01-14,9,6,Morning,0
Nepal,Kathmandu,Wednesday,06:59:00,2026-01-14,24,6,Morning,0
Brunei,Bandar Seri Begawan,Wednesday,16:59:00,2026-01-14,9,16,Afternoon,0
Russia,Kazan,Wednesday,06:59:00,2026-01-14,32,6,Morning,0
United States,Raleigh,Wednesday,11:59:00,2026-01-14,14,11,Morning,0
Thailand,Bangkok,Wednesday,17:44:00,2026-01-14,15,17,Afternoon,0
Finland,Kemi,Wednesday,12:59:00,2026-01-14,26,12,Afternoon,0
United States,Rapid City,Wednesday,19:59:00,2026-01-14,7,19,Evening,0
Central African Republic,Bangui,Wednesday,14:59:00,2026-01-14,5,14,Afternoon,0
Philippines,Bangui,Wednesday,14:59:00,2026-01-14,5,14,Afternoon,0
Russia,Khatanga,Wednesday,06:59:00,2026-01-14,29,6,Morning,0
"Gambia, The",Banjul,Wednesday,13:59:00,2026-01-14,1,13,Afternoon,0
Rwanda,Kigali,Wednesday,04:59:00,2026-01-14,35,4,Night,0
Brazil,Recife,Wednesday,12:59:00,2026-01-14,45,12,Afternoon,0
Spain,Barcelona,Wednesday,18:59:00,2026-01-14,26,18,Evening,0
Venezuela,Barcelona,Wednesday,18:59:00,2026-01-14,26,18,Evening,0
Philippines,Barcelona,Wednesday,18:59:00,2026-01-14,26,18,Evening,0
Jamaica,Kingston,Wednesday,01:59:00,2026-01-14,26,1,Night,0
Canada,Kingston,Wednesday,01:59:00,2026-01-14,26,1,Night,0
United States,Kingston,Wednesday,01:59:00,2026-01-14,26,1,Night,0
United States,Kingston,Wednesday,01:59:00,2026-01-14,26,1,Night,0
United States,Kingston,Wednesday,01:59:00,2026-01-14,26,1,Night,0
Australia,Kingston,Wednesday,01:59:00,2026-01-14,26,1,Night,0
Norfolk Island,Kingston,Wednesday,01:59:00,2026-01-14,26,1,Night,0
Canada,Regina,Wednesday,11:59:00,2026-01-14,27,11,Morning,0
Saint Vincent and the Grenadines,Kingstown,Wednesday,08:59:00,2026-01-14,13,8,Morning,0
Congo (Kinshasa),Kinshasa,Wednesday,05:59:00,2026-01-14,22,5,Night,0
China,Beijing,Wednesday,07:59:00,2026-01-14,25,7,Morning,0
United States,Richmond,Wednesday,07:59:00,2026-01-14,30,7,Morning,0
Canada,Richmond,Wednesday,07:59:00,2026-01-14,30,7,Morning,0
United States,Richmond,Wednesday,07:59:00,2026-01-14,30,7,Morning,0
United States,Richmond,Wednesday,07:59:00,2026-01-14,30,7,Morning,0
United States,Richmond,Wednesday,07:59:00,2026-01-14,30,7,Morning,0
United Kingdom,Richmond,Wednesday,07:59:00,2026-01-14,30,7,Morning,0
New Zealand,Richmond,Wednesday,07:59:00,2026-01-14,30,7,Morning,0
United States,Richmond,Wednesday,07:59:00,2026-01-14,30,7,Morning,0
Australia,Richmond,Wednesday,07:59:00,2026-01-14,30,7,Morning,0
Australia,Richmond,Wednesday,07:59:00,2026-01-14,30,7,Morning,0
Lebanon,Beirut,Wednesday,12:59:00,2026-01-14,2,12,Afternoon,0
United States,Knoxville,Wednesday,11:59:00,2026-01-14,1,11,Morning,0
Latvia,Riga,Wednesday,19:59:00,2026-01-14,21,19,Evening,0
India,Riga,Wednesday,19:59:00,2026-01-14,21,19,Evening,0
Brazil,Rio Branco,Wednesday,06:59:00,2026-01-14,14,6,Morning,0
United Kingdom,Belfast,Wednesday,13:59:00,2026-01-14,7,13,Afternoon,0
Serbia,Belgrade,Wednesday,08:59:00,2026-01-14,5,8,Morning,0
United States,Belgrade,Wednesday,08:59:00,2026-01-14,5,8,Morning,0
Saudi Arabia,Riyadh,Wednesday,06:59:00,2026-01-14,6,6,Morning,0
Belize,Belmopan,Wednesday,11:59:00,2026-01-14,22,11,Morning,0
Russia,Krasnoyarsk,Wednesday,17:29:00,2026-01-14,27,17,Afternoon,0
Italy,Rome,Wednesday,08:59:00,2026-01-14,6,8,Morning,0
United States,Rome,Wednesday,08:59:00,2026-01-14,6,8,Morning,0
United States,Rome,Wednesday,08:59:00,2026-01-14,6,8,Morning,0
Malaysia,Kuala Lumpur,Wednesday,21:59:00,2026-01-14,21,21,Evening,0
Dominica,Roseau,Wednesday,14:59:00,2026-01-14,20,14,Afternoon,0
Finland,Rovaniemi,Wednesday,12:59:00,2026-01-14,6,12,Afternoon,0
Germany,Berlin,Wednesday,14:59:00,2026-01-14,30,14,Afternoon,0
United States,Berlin,Wednesday,14:59:00,2026-01-14,30,14,Afternoon,0
Kuwait,Kuwait City,Wednesday,19:59:00,2026-01-14,23,19,Evening,0
United States,Sacramento,Wednesday,07:59:00,2026-01-14,25,7,Morning,0
Brazil,Sacramento,Wednesday,07:59:00,2026-01-14,25,7,Morning,0
Switzerland,Bern,Wednesday,17:29:00,2026-01-14,29,17,Afternoon,0
Ukraine,Kyiv,Wednesday,06:59:00,2026-01-14,14,6,Morning,0
India,Bhubaneshwar,Wednesday,12:59:00,2026-01-14,19,12,Afternoon,0
United States,Billings,Wednesday,03:59:00,2026-01-14,5,3,Night,0
Bolivia,La Paz,Wednesday,12:59:00,2026-01-14,11,12,Afternoon,0
Mexico,La Paz,Wednesday,12:59:00,2026-01-14,11,12,Afternoon,0
Argentina,La Paz,Wednesday,12:59:00,2026-01-14,11,12,Afternoon,0
